"id","product_code","title","category_id","description","price","discount","is_special","is_newlaunch","is_premium","is_engraving","status","showon_website","welcome_kit","sustain_corporate","event_conference","new_year","long_term","christmas","orion","year_end","corp_employee","get_inspired","created_date","img","add_byuser","best_seller","brand_id","sort_order","occasion_id"
"1917","B2BGifts_R&R_01","Acrylic Trophy with Round Base and Plastic Star","2367",,"825",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2BGifts_R&R_01.jpg",NULL,"1",NULL,,"7"
"1918","B2BGifts_R&R_02","Arcylic Tall Hexagon Award","2367",,"750",,"1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_02.jpg",NULL,"0",NULL,,"7"
"1919","B2BGifts_R&R_03","Acrylic Trophy with Golden Star in Middel","2367",,"675",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2BGifts_R&R_03.webp",NULL,"1",NULL,,"7"
"1920","B2BGifts_R&R_04","Star Acrylic Award","2367",,"525",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_04.jpg",NULL,NULL,NULL,,NULL
"1921","B2BGifts_R&R_05","Octagon Shaped Arcylic Awards ","2367",,"975",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_05.jpg",NULL,NULL,NULL,,NULL
"1922","B2BGifts_R&R_06","Star Shape Transparent Arcylic Trophy","2367",,"465",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_06.jpg",NULL,NULL,NULL,,NULL
"1923","B2BGifts_R&R_07","Square Shape with Silver Star Trophy","2367",,"1163",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_07.webp",NULL,NULL,NULL,,NULL
"1924","B2BGifts_R&R_08","Acrylic Round Shape with Star Award Trophy","2367",,"825",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_08.png",NULL,NULL,NULL,,NULL
"1925","B2BGifts_R&R_09","Freestanding Acrylic with Blue Background Award Trophy","2367",,"1050",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_09.png",NULL,NULL,NULL,,NULL
"1926","B2BGifts_R&R_10","Arcylic Designer Sport Award Trophy","2367",,"675",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_10.jpg",NULL,NULL,NULL,,NULL
"1927","B2BGifts_R&R_11","Dual Tone Crystal Trophy Green and Blue Crystal Award","2368",,"1050",,"0","0",NULL,NULL,"0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43","B2BGifts_R&R_11.webp",NULL,NULL,NULL,,NULL
"1928","B2BGifts_R&R_12","Transparent Crystal Diamond Shape Trophy","2368",,"1125",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_12.webp",NULL,"0",NULL,,NULL
"1929","B2BGifts_R&R_13","Transparent Crystal Oval Cutting Shape Trophy","2368",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_13.avif",NULL,"0",NULL,,NULL
"1930","B2BGifts_R&R_14","Star inspired crystal trophy ","2368",,"900",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_14.jpg",NULL,"0",NULL,,NULL
"1931","B2BGifts_R&R_15","Gold Star Crystal Rounded Tower Award","2368",,"1125",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_15.jpg",NULL,"0",NULL,,NULL
"1932","B2BGifts_R&R_16","Creative Crystal Blue Globe Ball Staff Award Trophy","2368",,"975",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_16.webp",NULL,"0",NULL,,NULL
"1933","B2BGifts_R&R_17","Crystal Dual Triangel Award Trophy","2368",,"825",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_17.webp",NULL,"0",NULL,,NULL
"1934","B2BGifts_R&R_18","Opal Imperial Crystal Award","2368",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_18.webp",NULL,"0",NULL,,NULL
"1935","B2BGifts_R&R_19","Plain Medal of Silver in 2 inches","2369",,"105",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_19.jpg",NULL,"0",NULL,,NULL
"1936","B2BGifts_R&R_20","Plain Medal of Gold in 2 inches","2369",,"90",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_20.jpg",NULL,"0",NULL,,NULL
"1937","B2BGifts_R&R_21","Wooden Base Shield Mounting Plaque","2369",,"135",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_21.jpg",NULL,"0",NULL,,NULL
"1938","B2BGifts_R&R_22","Medal Center disc in Golden Colour","2369",,"113",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_22.jpg",NULL,"0",NULL,,NULL
"1939","B2BGifts_R&R_23","Silver Plated Round Shape School Medal","2369",,"158",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_23.jpg",NULL,"0",NULL,,NULL
"1940","B2BGifts_R&R_24","Round Sports Bronze Medal","2369",,"105",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_24.jpg",NULL,"0",NULL,,NULL
"1941","B2BGifts_R&R_25","Stunning Blank Insert Gold Metal Award Medal","2369",,"188",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_25.jpg",NULL,"0",NULL,,NULL
"1942","B2BGifts_R&R_26","Metal Award with Medal Neck Ribbon Gold Colour Olympic Style","2369",,"173",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_26.webp",NULL,"0",NULL,,NULL
"1943","B2BGifts_R&R_27","Golden Crystal Wing ShapeTrophy ","2370",NULL,"2400",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1944","B2BGifts_R&R_28","Gold Cup Award Trophy","2370",NULL,"375",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1945","B2BGifts_R&R_29","Lift Star Super-Shiny Golden Winner Award","2370",NULL,"300",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1946","B2BGifts_R&R_30","Three Star Brass Material Award Trophy","2370",NULL,"975",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1947","B2BGifts_R&R_31","Premium Cone Shape Diamond Trophy","2370",NULL,"720",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1948","B2BGifts_R&R_32","Cone Shape Brass Crystal Premium Trophy","2370",NULL,"1425",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1949","B2BGifts_R&R_33","Golden Hollow Out Star Design Trophy","2370",NULL,"525",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1950","B2BGifts_R&R_34","Diffrent Type Metalic Trophies","2370",NULL,"1575",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1951","B2BGifts_R&R_35","Star Design Metal Trophy","2370",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1952","B2BGifts_R&R_36","Rising Stars Award With Rosewood Base","2370",NULL,"863",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1953","B2BGifts_R&R_37","Star Shape Transparent Black Glass Metalic Trophy","2370",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1954","B2BGifts_R&R_38","Dual Colour Metal Cup Trophy","2370",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1955","B2BGifts_R&R_39","Silver Cup Premium Metalic Trophy","2370",NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1956","B2BGifts_R&R_40","Oval Shape Wooden Momento","2371",NULL,"1800",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1957","B2BGifts_R&R_41","Custumise Square Shape Woden Momento","2371",NULL,"1725",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1958","B2BGifts_R&R_42","Bronze Wodden Square Momento","2371",NULL,"1950",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1959","B2BGifts_R&R_43","Straight Wodden Momento","2371",NULL,"675",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1960","B2BGifts_R&R_44","Golden Metal with maroon Colour College Momento","2371",NULL,"1050",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1961","B2BGifts_R&R_45","Acrylic Prestige Plaque 150mm","2372",NULL,"2550",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1962","B2BGifts_R&R_46","Blue Colour Wodden Frame Plaque","2372",NULL,"1800",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1963","B2BGifts_R&R_47","Golden Circular Real Wood Plaque","2372",NULL,"1275",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1964","B2BGifts_R&R_48","Acrylic Silver Plaque","2372",NULL,"975",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1965","B2BGifts_R&R_49","Recognition Plaque 8x10 Size","2372",NULL,"825",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1966","B2BGifts_R&R_50","Lasered Stainless Steel Memorial Wall Plaque","2372",NULL,"1200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2024-04-21 11:47:43",NULL,NULL,NULL,NULL,NULL,NULL
"1967","B2BGifts_R&R_51","Wood Shield With Gold / Silver Engraving Plate","2373",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_51.jpg",NULL,"0",NULL,,NULL
"1968","B2BGifts_R&R_52","Premium Wooden Box Shield iInbuild Wooden salver Plate","2373",,"1350",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_52.jpeg",NULL,"0",NULL,,NULL
"1969","B2BGifts_R&R_53","Premium Wooden Box Shield Inbuild Silver or Gold Finish Salver Plate","2373",,"1950",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGifts_R&R_53.jpg",NULL,"0",NULL,,NULL
"1970","B2B_TSH_01","UCB GREY POLO TSHIRT","2374",,"1080",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_01.jpg",NULL,"1",NULL,,NULL
"1971","B2B_TSH_02","UCB LYKRA COTTON SHIRT","2374",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_02.JPG",NULL,"1",NULL,,NULL
"1972","B2B_TSH_03","M&S POLO T-SHIRTNAVY BLUE 100% COTTON","2374",,"850",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_03.JPG",NULL,"1",NULL,,NULL
"1973","B2B_TSH_04","ADIDAS Z BLACK POLO TSHIRT","2374",,"2398",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_04.JPG",NULL,"1",NULL,,NULL
"1974","B2B_TSH_05","RARE RABBIT POLO TSHIRT NAVY BLUE WITH WHITE TIPPING","2374",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_05.JPG",NULL,"1",NULL,,NULL
"1975","B2B_TSH_06","SCOTT POLO COTTON TSHIRT WITH WHITE TIPPING","2374",,"880",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_06.jpg",NULL,"1",NULL,,NULL
"1976","B2B_TSH_07","M & S WHITE POLO TSHIRT","2374",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_07.JPG",NULL,"1",NULL,,NULL
"1977","B2B_TSH_08","U.S POLO ASSN Cotton Collar TShirt","2374",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_08.png",NULL,"1",NULL,,NULL
"1978","B2B_TSH_09","WILDCRAFT COTTON POLO TSHIRT","2374",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_09.JPG",NULL,"1",NULL,,NULL
"1979","B2B_TSH_10","ADIDAS Z BLACK Y FIT TSHIRT","2375",,"1918",,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","Dry-fit t-shirt.JPG",NULL,"1",NULL,,NULL
"1980","B2B_TSH_11","ACTI HY:DRY DRYFIT POLO TSHIRT","2375",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_11.webp",NULL,"0",NULL,,NULL
"1981","B2B_TSH_12","DRY FIT POLO TSHIRT 220GSM","2375",,"248",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_12.jpg",NULL,"0",NULL,,NULL
"1982","B2B_TSH_13","ADIDAS GREY DRY FIT POLO TSHIRT","2375",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2B_TSH_13.jpg",NULL,"1",NULL,,NULL
"1983","B2B_TSH_14","BLACK COTTON CAP WITH RED TIPPING","2376",,"272",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_14.jpg",NULL,"0",NULL,,NULL
"1984","B2B_TSH_15","BLACK CAP WITH TIPPING","2376",,"192",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_15.jpg",NULL,"0",NULL,,NULL
"1985","B2B_TSH_16"," COLORED DENIM COTTON CAP","2376",,"192",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_16.webp",NULL,"0",NULL,,NULL
"1986","B2B_TSH_17","RED PROMOTIONAL CAP","2376",,"120",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_17.jpg",NULL,"0",NULL,,NULL
"1987","B2B_TSH_18","THERABODY GREY PREMIUM EYEWAER","2377",,"410",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_18.jpg",NULL,"0",NULL,,NULL
"1988","B2B_TSH_19","TOWINO SOFT GREY EYEWEAR","2377",,"315",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_19.jpg",NULL,"0",NULL,,NULL
"1989","B2B_TSH_20","NAVYBLUE PREMIUM MASK","2377",,"240",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_20.webp",NULL,"0",NULL,,NULL
"1990","B2B_TSH_21","ADIDAS BLACK MASK","2377",,"2891",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_21.jpeg",NULL,"0",NULL,,NULL
"1991","B2B_TSH_22","UCB BOMBER BLACK JACKET SLEEVELESS","2378",,"1598",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_22.jpg",NULL,"0",NULL,,NULL
"1992","B2B_TSH_23","UCB BOMBER BLACK JACKET FULLSLEEV","2378",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_23.jpg",NULL,"0",NULL,,NULL
"1993","B2B_TSH_24","BLACK FLEECE PLAIN HOODIES","2378",,"1288",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_24.jpeg",NULL,"0",NULL,,NULL
"1994","B2B_TSH_25","BLUE FLEECE PLAIN HOODIES","2378",,"1288",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_25.jpeg",NULL,"0",NULL,,NULL
"1995","B2B_TSH_26","WESTON ROYAL BLUE SLEEVE SWEARSHIRT","2378",,"1280",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_26.jpeg",NULL,"0",NULL,,NULL
"1996","B2B_TSH_27","GREY MELANGE SLEEVE SWEATSHIRT","2378",,"1280",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_27.jpeg",NULL,"0",NULL,,NULL
"1997","B2B_TSH_28","RARE RABBIT BLACK MELANGES HOODIES","2378",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_28.jpeg",NULL,"0",NULL,,NULL
"1998","B2B_TSH_29"," TYPOGRAPHIC PRINT HOODIES","2378",,"1360",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_29.jpg",NULL,"0",NULL,,NULL
"1999","B2B_TSH_30","UCB GREY ZIPPER HOODIES","2378",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_30.jpeg",NULL,"0",NULL,,NULL
"2000","B2B_TSH_31","STYLISH TIE WITH CUFFLING SET","2379",,"1160",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_31.jpg",NULL,"0",NULL,,NULL
"2001","B2B_TSH_32","CASUAL WEAVED POLYESTER NECK TIC WITH CUFFLING SET","2379",,"1176",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_32.jpg",NULL,"0",NULL,,NULL
"2002","B2B_TSH_33","PRINTED TIE WITH CUFFILG SET","2379",,"1120",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_33.jpg",NULL,"0",NULL,,NULL
"2003","B2B_TSH_34","TIE & CUFFLING SET","2379",,"880",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_34.jfif",NULL,"0",NULL,,NULL
"2004","B2B_TSH_35","PREMIUM TIE & CUFFILG SET WITH BROCHE","2379",,"992",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_35.jfif",NULL,"0",NULL,,NULL
"2005","B2B_TSH_36","BLUE TIE & CUFFLING SET","2379",,"720",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_36.jpg",NULL,"0",NULL,,NULL
"2006","B2B_TSH_37","CUSTOMIZE MEN WALLET SET","2379",,"840",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_37.webp",NULL,"0",NULL,,NULL
"2007","B2B_TSH_38","CUSTOMIZE WOMEN WALLET SET","2379",,"632",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_38.webp",NULL,"0",NULL,,NULL
"2008","B2B_TSH_39"," PREMIUM LAPIS BARD BLUE WALLETS","2379",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_39.webp",NULL,"0",NULL,,NULL
"2009","B2B_TSH_40","GUESS WOMEN STYLISH WALLET","2379",,"840",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_40.JPG",NULL,"0",NULL,,NULL
"2010","B2B_TSH_41","GETOREE FLORENCE LEATHER RFID WALLETS","2379",,"720",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_41.JPG",NULL,"0",NULL,,NULL
"2011","B2B_TSH_42","CUSTOMIZE WOMEN POUCH","2379",,"280",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_42.jpg",NULL,"0",NULL,,NULL
"2012","B2B_TSH_43","Uniform ","2380",,"4400",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2B_TSH_43.jpg",NULL,"0",NULL,,NULL
"2013","B2B-HD-01","Wooden Gold plated photo frame ","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-01.jpeg",NULL,"0",NULL,,NULL
"2014","B2B-HD-02","Copper Metal Laxmi Ganesh Idol murti with Velvet Box","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-02.jpeg",NULL,"0",NULL,,NULL
"2015","B2B-HD-03","Brown Wooden Ganesh Plate","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-03.jpeg",NULL,"0",NULL,,NULL
"2016","B2B-HD-04","Wood Laxmi Ganesh stand Brass Gold Plated Gift box","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-04.JPG",NULL,"0",NULL,,NULL
"2017","B2B-HD-05","Elephant Iron candle holder ","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-05.JPG",NULL,"0",NULL,,NULL
"2018","B2B-HD-06","Idol Lord Krishna With Nandi Cow playing with the flute","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-06.png",NULL,"0",NULL,,NULL
"2019","B2B-HD-07","Krishna Arjun Rath Chariot with 4 horses Brass ","2381",,,,"1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2024-04-21 11:47:43","B2BGIFTS-HD-07.jpg",NULL,"1",NULL,,NULL
"2020","B2B-HD-08","Candle holder  Gold Plated Peacock Grace Ganesh ji ","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-08.jpg",NULL,"0",NULL,,NULL
"2021","B2B-HD-09","Multicolor Wooden Promotional Spiritual Ganesh Statue","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-09.jpeg",NULL,"0",NULL,,NULL
"2022","B2B-HD-10","Marble statue with Gold Plated Lord Gnaesha Siiting on Lotus ","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-10.jfif",NULL,"0",NULL,,NULL
"2023","B2B-HD-11","Brass Maa Laxmi Ganesh ji Gold plated  with Charan Paduka Set ","2381",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-04-21 11:47:43","B2BGIFTS-HD-11.jfif",NULL,"0",NULL,,NULL
